datum,location_id,pretocnost,day_of_week,dela_prost_dan,month,pretocnost_7d
2023-11-06,1,129,0,False,11,943.4285714285714
2023-11-07,1,17,1,False,11,869.2857142857143
2023-11-08,1,20,2,False,11,792.4285714285714
2023-11-09,1,1139,3,False,11,611.0
2023-11-10,1,6,4,False,11,534.7142857142857
2023-11-11,1,661,5,False,11,313.57142857142856
2023-11-12,1,623,6,False,11,370.7142857142857
2023-11-13,1,226,0,False,11,384.57142857142856
2023-11-14,1,5,1,False,11,382.85714285714283
2023-11-15,1,18,2,False,11,382.57142857142856
2023-11-16,1,446,3,False,11,283.57142857142856
2023-11-17,1,0,4,False,11,282.7142857142857
2023-11-18,1,202,5,False,11,217.14285714285714
2023-11-19,1,312,6,False,11,172.71428571428572
2023-11-20,1,35,0,False,11,145.42857142857142
2023-11-21,1,0,1,False,11,144.71428571428572
2023-11-22,1,15,2,False,11,144.28571428571428
2023-11-23,1,18,3,False,11,83.14285714285714
2023-11-24,1,98,4,False,11,97.14285714285714
2023-11-25,1,77,5,False,11,79.28571428571429
2023-11-26,1,105,6,False,11,49.714285714285715
2023-11-27,1,440,0,False,11,107.57142857142857
2023-11-28,1,672,1,False,11,203.57142857142858
2023-11-29,1,1034,2,False,11,349.14285714285717
2023-11-30,1,4598,3,False,11,1003.4285714285714
2023-12-01,1,453,4,False,12,1054.142857142857
2023-12-02,1,250,5,False,12,1078.857142857143
2023-12-03,1,2,6,False,12,1064.142857142857
2023-12-04,1,8,0,False,12,1002.4285714285714
2023-12-05,1,1549,1,False,12,1127.7142857142858
2023-12-06,1,282,2,False,12,1020.2857142857143
2023-12-07,1,124,3,False,12,381.14285714285717
2023-12-08,1,1,4,False,12,316.57142857142856
2023-12-09,1,630,5,False,12,370.85714285714283
2023-12-10,1,2391,6,False,12,712.1428571428571
2023-12-11,1,793,0,False,12,824.2857142857143
2023-12-12,1,184,1,False,12,629.2857142857143
2023-12-13,1,5,2,False,12,589.7142857142857
2023-12-14,1,0,3,False,12,572.0
2023-12-15,1,1,4,False,12,572.0
2023-12-16,1,0,5,False,12,482.0
2023-12-17,1,108,6,False,12,155.85714285714286
2023-12-18,1,0,0,False,12,42.57142857142857
2023-12-19,1,0,1,False,12,16.285714285714285
2023-12-20,1,0,2,False,12,15.571428571428571
2023-12-21,1,3,3,False,12,16.0
2023-12-22,1,9,4,False,12,17.142857142857142
2023-12-23,1,77,5,False,12,28.142857142857142
2023-12-24,1,0,6,False,12,12.714285714285714
2023-12-25,1,11,0,True,12,14.285714285714286
2023-12-26,1,8,1,True,12,15.428571428571429
2023-12-27,1,8,2,False,12,16.571428571428573
2023-12-28,1,2,3,False,12,16.428571428571427
2023-12-29,1,9,4,False,12,16.428571428571427
2023-12-30,1,15,5,False,12,7.571428571428571
2023-12-31,1,1268,6,False,12,188.71428571428572
2024-01-01,1,254,0,True,1,223.42857142857142
2024-01-02,1,5039,1,True,1,942.1428571428571
2024-01-03,1,3394,2,False,1,1425.857142857143
2024-01-04,1,10,3,False,1,1427.0
2024-01-05,1,47,4,False,1,1432.4285714285713
2024-01-06,1,85,5,False,1,1442.4285714285713
2024-01-07,1,1,6,False,1,1261.4285714285713
2024-01-08,1,0,0,False,1,1225.142857142857
2024-01-09,1,0,1,False,1,505.2857142857143
2024-01-10,1,0,2,False,1,20.428571428571427
2024-01-11,1,0,3,False,1,19.0
2024-01-12,1,3,4,False,1,12.714285714285714
2024-01-13,1,134,5,False,1,19.714285714285715
2024-01-14,1,1,6,False,1,19.714285714285715
2024-01-15,1,0,0,False,1,19.714285714285715
2024-01-16,1,1,1,False,1,19.857142857142858
2024-01-17,1,4707,2,False,1,692.2857142857143
2024-01-18,1,1429,3,False,1,896.4285714285714
2024-01-19,1,90,4,False,1,908.8571428571429
2024-01-20,1,0,5,False,1,889.7142857142857
2024-01-21,1,4,6,False,1,890.1428571428571
2024-01-22,1,1,0,False,1,890.2857142857143
2024-01-23,1,1,1,False,1,890.2857142857143
2024-01-24,1,0,2,False,1,217.85714285714286
2024-01-25,1,2,3,False,1,14.0
2024-01-26,1,0,4,False,1,1.1428571428571428
2024-01-27,1,1,5,False,1,1.2857142857142858
2024-01-28,1,0,6,False,1,0.7142857142857143
2024-01-29,1,0,0,False,1,0.5714285714285714
2024-01-30,1,0,1,False,1,0.42857142857142855
2024-01-31,1,1,2,False,1,0.5714285714285714
2024-02-01,1,0,3,False,2,0.2857142857142857
2024-02-02,1,0,4,False,2,0.2857142857142857
2024-02-03,1,12,5,False,2,1.8571428571428572
2024-02-04,1,6,6,False,2,2.7142857142857144
2024-02-05,1,1,0,False,2,2.857142857142857
2024-02-06,1,2,1,False,2,3.142857142857143
2024-02-07,1,0,2,False,2,3.0
2024-02-08,1,43,3,True,2,9.142857142857142
2024-02-09,1,2182,4,False,2,320.85714285714283
2024-02-10,1,890,5,False,2,446.2857142857143
2024-02-11,1,0,6,False,2,445.42857142857144
2024-02-12,1,4,0,False,2,445.85714285714283
2024-02-13,1,0,1,False,2,445.57142857142856
2024-02-14,1,0,2,False,2,445.57142857142856
2024-02-15,1,6,3,False,2,440.2857142857143
2024-02-16,1,3,4,False,2,129.0
2024-02-17,1,5,5,False,2,2.5714285714285716
2024-02-18,1,4,6,False,2,3.142857142857143
2024-02-19,1,0,0,False,2,2.5714285714285716
2024-02-20,1,5,1,False,2,3.2857142857142856
2024-02-21,1,0,2,False,2,3.2857142857142856
2024-02-22,1,4107,3,False,2,589.1428571428571
2024-02-23,1,861,4,False,2,711.7142857142857
2024-02-24,1,65,5,False,2,720.2857142857143
2024-02-25,1,13,6,False,2,721.5714285714286
2024-02-26,1,6,0,False,2,722.4285714285714
2024-02-27,1,0,1,False,2,721.7142857142857
2024-02-28,1,6,2,False,2,722.5714285714286
2024-02-29,1,0,3,False,2,135.85714285714286
2024-03-01,1,0,4,False,3,12.857142857142858
2024-03-02,1,3,5,False,3,4.0
2024-03-03,1,114,6,False,3,18.428571428571427
2024-03-04,1,3,0,False,3,18.0
2024-03-05,1,0,1,False,3,18.0
2024-03-06,1,2,2,False,3,17.428571428571427
2024-03-07,1,0,3,False,3,17.428571428571427
2024-03-08,1,0,4,False,3,17.428571428571427
2024-03-09,1,1774,5,False,3,270.42857142857144
2024-03-10,1,49,6,False,3,261.14285714285717
2024-03-11,1,6,0,False,3,261.57142857142856
2024-03-12,1,11,1,False,3,263.14285714285717
2024-03-13,1,0,2,False,3,262.85714285714283
2024-03-14,1,0,3,False,3,262.85714285714283
2024-03-15,1,0,4,False,3,262.85714285714283
2024-03-16,1,0,5,False,3,9.428571428571429
2024-03-17,1,4,6,False,3,3.0
2024-03-18,1,0,0,False,3,2.142857142857143
2024-03-19,1,0,1,False,3,0.5714285714285714
2024-03-20,1,2,2,False,3,0.8571428571428571
2024-03-21,1,0,3,False,3,0.8571428571428571
2024-03-22,1,0,4,False,3,0.8571428571428571
2024-03-23,1,30,5,False,3,5.142857142857143
2024-03-24,1,6,6,False,3,5.428571428571429
2024-03-25,1,0,0,False,3,5.428571428571429
2024-03-26,1,9,1,False,3,6.714285714285714
2024-03-27,1,43,2,False,3,12.571428571428571
2024-03-28,1,864,3,False,3,136.0
2024-03-29,1,965,4,False,3,273.85714285714283
2024-03-30,1,30,5,False,3,273.85714285714283
2022-06-15,2,46,2,False,6,46.0
2022-06-16,2,60,3,False,6,53.0
2022-06-17,2,79,4,False,6,61.666666666666664
2022-06-18,2,62,5,False,6,61.75
2022-06-19,2,40,6,False,6,57.4
2022-06-20,2,106,0,False,6,65.5
2022-06-21,2,31,1,False,6,60.57142857142857
2022-06-22,2,35,2,False,6,59.0
2022-06-23,2,19,3,False,6,53.142857142857146
2022-06-24,2,57,4,False,6,50.0
2022-06-25,2,76,5,True,6,52.0
2022-06-26,2,26,6,False,6,50.0
2022-06-27,2,67,0,False,6,44.42857142857143
2022-06-28,2,81,1,False,6,51.57142857142857
2022-06-29,2,42,2,False,6,52.57142857142857
2022-06-30,2,31,3,False,6,54.285714285714285
2022-07-01,2,29,4,False,7,50.285714285714285
2022-07-02,2,47,5,False,7,46.142857142857146
2022-07-03,2,40,6,False,7,48.142857142857146
2022-07-04,2,9,0,False,7,39.857142857142854
2022-07-05,2,34,1,False,7,33.142857142857146
2022-07-06,2,30,2,False,7,31.428571428571427
2022-07-07,2,14,3,False,7,29.0
2022-07-08,2,32,4,False,7,29.428571428571427
2022-07-09,2,17,5,False,7,25.142857142857142
2022-07-10,2,26,6,False,7,23.142857142857142
2022-07-12,2,0,1,False,7,21.857142857142858
2022-07-13,2,0,2,False,7,17.0
2022-07-14,2,15,3,False,7,14.857142857142858
2022-07-15,2,48,4,False,7,19.714285714285715
2022-07-16,2,36,5,False,7,20.285714285714285
2022-07-17,2,39,6,False,7,23.428571428571427
2022-07-18,2,30,0,False,7,24.0
2022-07-19,2,12,1,False,7,25.714285714285715
2022-07-20,2,49,2,False,7,32.714285714285715
2022-07-21,2,20,3,False,7,33.42857142857143
2022-07-22,2,16,4,False,7,28.857142857142858
2022-07-23,2,27,5,False,7,27.571428571428573
2022-07-24,2,17,6,False,7,24.428571428571427
2022-07-25,2,11,0,False,7,21.714285714285715
2022-07-26,2,7,1,False,7,21.0
2022-07-28,2,0,3,False,7,14.0
2022-07-29,2,1,4,False,7,11.285714285714286
2022-07-30,2,31,5,False,7,13.428571428571429
2022-07-31,2,27,6,False,7,13.428571428571429
2022-08-01,2,4,0,False,8,11.571428571428571
2022-08-02,2,17,1,False,8,12.428571428571429
2022-08-03,2,20,2,False,8,14.285714285714286
2022-08-04,2,18,3,False,8,16.857142857142858
2022-08-05,2,11,4,False,8,18.285714285714285
2022-08-06,2,44,5,False,8,20.142857142857142
2022-08-07,2,78,6,False,8,27.428571428571427
2022-08-08,2,26,0,False,8,30.571428571428573
2022-08-09,2,17,1,False,8,30.571428571428573
2022-08-10,2,47,2,False,8,34.42857142857143
2022-08-11,2,22,3,False,8,35.0
2022-08-12,2,8,4,False,8,34.57142857142857
2022-08-13,2,26,5,False,8,32.0
2022-08-14,2,68,6,False,8,30.571428571428573
2022-08-15,2,64,0,True,8,36.0
2022-08-16,2,7,1,False,8,34.57142857142857
2022-08-17,2,33,2,False,8,32.57142857142857
2022-08-18,2,19,3,False,8,32.142857142857146
2022-08-19,2,16,4,False,8,33.285714285714285
2022-08-20,2,32,5,False,8,34.142857142857146
2022-08-21,2,22,6,False,8,27.571428571428573
2022-08-22,2,7,0,False,8,19.428571428571427
2022-08-23,2,59,1,False,8,26.857142857142858
2022-08-24,2,67,2,False,8,31.714285714285715
2022-08-25,2,50,3,False,8,36.142857142857146
2022-08-26,2,23,4,False,8,37.142857142857146
2022-08-27,2,37,5,False,8,37.857142857142854
2022-08-28,2,32,6,False,8,39.285714285714285
2022-08-29,2,30,0,False,8,42.57142857142857
2022-08-30,2,22,1,False,8,37.285714285714285
2022-08-31,2,7,2,False,8,28.714285714285715
2022-09-01,2,28,3,False,9,25.571428571428573
2022-09-02,2,15,4,False,9,24.428571428571427
2022-09-03,2,81,5,False,9,30.714285714285715
2022-09-04,2,93,6,False,9,39.42857142857143
2022-09-05,2,59,0,False,9,43.57142857142857
2022-09-06,2,30,1,False,9,44.714285714285715
2022-09-07,2,92,2,False,9,56.857142857142854
2022-09-08,2,21,3,False,9,55.857142857142854
2022-09-09,2,58,4,False,9,62.0
2022-09-10,2,91,5,False,9,63.42857142857143
2022-09-11,2,111,6,False,9,66.0
2022-09-12,2,48,0,False,9,64.42857142857143
2022-09-13,2,64,1,False,9,69.28571428571429
2022-09-14,2,57,2,False,9,64.28571428571429
2022-09-15,2,40,3,False,9,67.0
2022-09-16,2,38,4,False,9,64.14285714285714
2022-09-17,2,43,5,False,9,57.285714285714285
2022-09-18,2,145,6,False,9,62.142857142857146
2022-09-19,2,105,0,False,9,70.28571428571429
2022-09-20,2,77,1,False,9,72.14285714285714
2022-09-21,2,144,2,False,9,84.57142857142857
2022-09-22,2,84,3,False,9,90.85714285714286
2022-09-23,2,148,4,False,9,106.57142857142857
2022-09-24,2,93,5,False,9,113.71428571428571
2022-09-25,2,0,6,False,9,93.0
2022-09-26,2,0,0,False,9,78.0
2022-09-27,2,0,1,False,9,67.0
2022-09-28,2,2,2,False,9,46.714285714285715
2022-09-29,2,0,3,False,9,34.714285714285715
2022-09-30,2,4,4,False,9,14.142857142857142
2022-10-01,2,0,5,False,10,0.8571428571428571
2022-10-02,2,10,6,False,10,2.2857142857142856
2022-10-03,2,0,0,False,10,2.2857142857142856
2022-10-04,2,1,1,False,10,2.4285714285714284
2022-10-05,2,0,2,False,10,2.142857142857143
2022-10-06,2,12,3,False,10,3.857142857142857
2022-10-07,2,7,4,False,10,4.285714285714286
2022-10-08,2,0,5,False,10,4.285714285714286
2022-10-09,2,7,6,False,10,3.857142857142857
2022-10-10,2,11,0,False,10,5.428571428571429
2022-10-11,2,0,1,False,10,5.285714285714286
2022-10-12,2,2,2,False,10,5.571428571428571
2022-10-13,2,0,3,False,10,3.857142857142857
2022-10-14,2,1,4,False,10,3.0
2022-10-15,2,35,5,False,10,8.0
2022-10-16,2,4,6,False,10,7.571428571428571
2022-10-17,2,5,0,False,10,6.714285714285714
2022-10-18,2,0,1,False,10,6.714285714285714
2022-10-19,2,0,2,False,10,6.428571428571429
2022-10-20,2,0,3,False,10,6.428571428571429
2022-10-21,2,0,4,False,10,6.285714285714286
2022-10-22,2,0,5,False,10,1.2857142857142858
2022-10-23,2,0,6,False,10,0.7142857142857143
2022-10-24,2,0,0,False,10,0.0
2022-10-25,2,0,1,False,10,0.0
2022-10-26,2,0,2,False,10,0.0
2022-10-27,2,0,3,False,10,0.0
2022-10-28,2,0,4,False,10,0.0
2022-10-29,2,0,5,False,10,0.0
2022-10-30,2,113,6,False,10,16.142857142857142
2022-10-31,2,163,0,True,10,39.42857142857143
2022-11-01,2,141,1,True,11,59.57142857142857
2022-11-02,2,73,2,False,11,70.0
2022-11-03,2,41,3,False,11,75.85714285714286
2022-11-04,2,8,4,False,11,77.0
2022-11-05,2,297,5,False,11,119.42857142857143
2022-11-06,2,180,6,False,11,129.0
2022-11-07,2,13,0,False,11,107.57142857142857
2022-11-08,2,22,1,False,11,90.57142857142857
2022-11-09,2,19,2,False,11,82.85714285714286
2022-11-10,2,3,3,False,11,77.42857142857143
2022-11-11,2,57,4,False,11,84.42857142857143
2022-11-12,2,173,5,False,11,66.71428571428571
2022-11-13,2,196,6,False,11,69.0
2022-11-14,2,26,0,False,11,70.85714285714286
2022-11-15,2,1,1,False,11,67.85714285714286
2022-11-16,2,2,2,False,11,65.42857142857143
2022-11-17,2,8,3,False,11,66.14285714285714
2022-11-18,2,47,4,False,11,64.71428571428571
2022-11-19,2,278,5,False,11,79.71428571428571
2022-11-20,2,356,6,False,11,102.57142857142857
2022-11-21,2,44,0,False,11,105.14285714285714
2022-11-22,2,7,1,False,11,106.0
2022-11-23,2,37,2,False,11,111.0
2022-11-24,2,131,3,False,11,128.57142857142858
2022-11-25,2,85,4,False,11,134.0
2022-11-26,2,290,5,False,11,135.71428571428572
2022-11-27,2,583,6,False,11,168.14285714285714
2022-11-28,2,49,0,False,11,168.85714285714286
2022-11-29,2,56,1,False,11,175.85714285714286
2022-11-30,2,41,2,False,11,176.42857142857142
2022-12-01,2,65,3,False,12,167.0
2022-12-02,2,70,4,False,12,164.85714285714286
2022-12-03,2,169,5,False,12,147.57142857142858
2022-12-04,2,127,6,False,12,82.42857142857143
2022-12-05,2,9,0,False,12,76.71428571428571
2022-12-06,2,70,1,False,12,78.71428571428571
2022-12-07,2,27,2,False,12,76.71428571428571
2022-12-08,2,173,3,False,12,92.14285714285714
2022-12-09,2,16,4,False,12,84.42857142857143
2022-12-10,2,129,5,False,12,78.71428571428571
2022-12-11,2,73,6,False,12,71.0
2022-12-12,2,40,0,False,12,75.42857142857143
2022-12-13,2,50,1,False,12,72.57142857142857
2022-12-14,2,21,2,False,12,71.71428571428571
2022-12-15,2,42,3,False,12,53.0
2022-12-16,2,2,4,False,12,51.0
2022-12-17,2,89,5,False,12,45.285714285714285
2022-12-18,2,363,6,False,12,86.71428571428571
2022-12-19,2,51,0,False,12,88.28571428571429
2022-12-20,2,35,1,False,12,86.14285714285714
2022-12-21,2,23,2,False,12,86.42857142857143
2022-12-22,2,45,3,False,12,86.85714285714286
2022-12-23,2,20,4,False,12,89.42857142857143
2022-12-24,2,57,5,False,12,84.85714285714286
2022-12-25,2,43,6,True,12,39.142857142857146
2022-12-26,2,96,0,True,12,45.57142857142857
2022-12-27,2,94,1,False,12,54.0
2022-12-28,2,228,2,False,12,83.28571428571429
2022-12-29,2,100,3,False,12,91.14285714285714
2022-12-30,2,69,4,False,12,98.14285714285714
2022-12-31,2,146,5,False,12,110.85714285714286
2023-01-01,2,134,6,True,1,123.85714285714286
2023-01-02,2,65,0,True,1,119.42857142857143
2023-01-03,2,48,1,False,1,112.85714285714286
2023-01-04,2,64,2,False,1,89.42857142857143
2023-01-05,2,73,3,False,1,85.57142857142857
2023-01-06,2,116,4,False,1,92.28571428571429
2023-01-07,2,116,5,False,1,88.0
2023-01-08,2,81,6,False,1,80.42857142857143
2023-01-09,2,5,0,False,1,71.85714285714286
2023-01-10,2,74,1,False,1,75.57142857142857
2023-01-11,2,47,2,False,1,73.14285714285714
2023-01-12,2,34,3,False,1,67.57142857142857
2023-01-13,2,28,4,False,1,55.0
2023-01-14,2,258,5,False,1,75.28571428571429
2023-01-15,2,65,6,False,1,73.0
2023-01-16,2,1,0,False,1,72.42857142857143
2023-01-17,2,6,1,False,1,62.714285714285715
2023-01-18,2,6,2,False,1,56.857142857142854
2023-01-19,2,14,3,False,1,54.0
2023-01-20,2,11,4,False,1,51.57142857142857
2023-01-21,2,337,5,False,1,62.857142857142854
2023-01-22,2,64,6,False,1,62.714285714285715
2023-01-23,2,4,0,False,1,63.142857142857146
2023-01-24,2,42,1,False,1,68.28571428571429
2023-01-25,2,33,2,False,1,72.14285714285714
2023-01-26,2,34,3,False,1,75.0
2023-01-27,2,41,4,False,1,79.28571428571429
2023-01-28,2,114,5,False,1,47.42857142857143
2023-01-29,2,101,6,False,1,52.714285714285715
2023-01-30,2,29,0,False,1,56.285714285714285
2023-01-31,2,50,1,False,1,57.42857142857143
2023-02-01,2,51,2,False,2,60.0
2023-02-02,2,44,3,False,2,61.42857142857143
2023-02-03,2,80,4,False,2,67.0
2023-02-04,2,352,5,False,2,101.0
2023-02-05,2,138,6,False,2,106.28571428571429
2023-02-06,2,57,0,False,2,110.28571428571429
2023-02-07,2,39,1,False,2,108.71428571428571
2023-02-08,2,212,2,True,2,131.71428571428572
2023-02-09,2,79,3,False,2,136.71428571428572
2023-02-10,2,107,4,False,2,140.57142857142858
2023-02-11,2,171,5,False,2,114.71428571428571
2023-02-12,2,244,6,False,2,129.85714285714286
2023-02-13,2,39,0,False,2,127.28571428571429
2023-02-14,2,50,1,False,2,128.85714285714286
2023-02-15,2,73,2,False,2,109.0
2023-02-16,2,58,3,False,2,106.0
2023-02-17,2,58,4,False,2,99.0
2023-02-18,2,304,5,False,2,118.0
2023-02-19,2,212,6,False,2,113.42857142857143
2023-02-20,2,99,0,False,2,122.0
2023-02-21,2,67,1,False,2,124.42857142857143
2023-02-22,2,65,2,False,2,123.28571428571429
2023-02-23,2,26,3,False,2,118.71428571428571
2023-02-24,2,50,4,False,2,117.57142857142857
2023-02-25,2,83,5,False,2,86.0
2023-02-26,2,2,6,False,2,56.0
2023-02-27,2,3,0,False,2,42.285714285714285
2023-02-28,2,2,1,False,2,33.0
2023-03-01,2,0,2,False,3,23.714285714285715
2023-03-02,2,94,3,False,3,33.42857142857143
2023-03-03,2,101,4,False,3,40.714285714285715
2023-03-04,2,387,5,False,3,84.14285714285714
2023-03-05,2,396,6,False,3,140.42857142857142
2023-03-06,2,18,0,False,3,142.57142857142858
2023-03-07,2,71,1,False,3,152.42857142857142
2023-03-08,2,36,2,False,3,157.57142857142858
2023-03-09,2,107,3,False,3,159.42857142857142
2023-03-10,2,103,4,False,3,159.71428571428572
2023-03-11,2,333,5,False,3,152.0
2023-03-12,2,551,6,False,3,174.14285714285714
2023-03-13,2,70,0,False,3,181.57142857142858
2023-03-14,2,26,1,False,3,175.14285714285714
2023-03-15,2,43,2,False,3,176.14285714285714
2023-03-16,2,136,3,False,3,180.28571428571428
2023-03-17,2,162,4,False,3,188.71428571428572
2023-03-18,2,197,5,False,3,169.28571428571428
2023-03-19,2,204,6,False,3,119.71428571428571
2023-03-20,2,35,0,False,3,114.71428571428571
2023-03-21,2,30,1,False,3,115.28571428571429
2023-03-22,2,73,2,False,3,119.57142857142857
2023-03-23,2,46,3,False,3,106.71428571428571
2023-03-27,2,38,0,False,3,89.0
2023-03-28,2,74,1,False,3,71.42857142857143
2023-03-29,2,76,2,False,3,53.142857142857146
2023-03-30,2,78,3,False,3,59.285714285714285
2023-03-31,2,70,4,False,3,65.0
2023-04-01,2,40,5,False,4,60.285714285714285
2023-04-02,2,45,6,False,4,60.142857142857146
2023-04-03,2,12,0,False,4,56.42857142857143
2023-04-04,2,6,1,False,4,46.714285714285715
2023-04-05,2,19,2,False,4,38.57142857142857
2023-04-06,2,15,3,False,4,29.571428571428573
2023-04-07,2,7,4,False,4,20.571428571428573
2023-04-08,2,28,5,False,4,18.857142857142858
2023-04-09,2,68,6,True,4,22.142857142857142
2023-04-10,2,81,0,True,4,32.0
2023-04-11,2,1,1,False,4,31.285714285714285
2023-04-12,2,2,2,False,4,28.857142857142858
2023-04-13,2,0,3,False,4,26.714285714285715
2023-04-14,2,1519,4,False,4,242.71428571428572
2023-04-15,2,156,5,False,4,261.0
2023-04-16,2,316,6,False,4,296.42857142857144
2023-04-17,2,95,0,False,4,298.42857142857144
2023-04-18,2,139,1,False,4,318.14285714285717
2023-04-19,2,90,2,False,4,330.7142857142857
2023-04-20,2,103,3,False,4,345.42857142857144
2023-04-21,2,86,4,False,4,140.71428571428572
2023-04-22,2,244,5,False,4,153.28571428571428
2023-04-23,2,248,6,False,4,143.57142857142858
2023-04-24,2,50,0,False,4,137.14285714285714
2023-04-25,2,77,1,False,4,128.28571428571428
2023-04-26,2,117,2,False,4,132.14285714285714
2023-04-27,2,179,3,True,4,143.0
2023-04-28,2,241,4,False,4,165.14285714285714
2023-04-29,2,561,5,False,4,210.42857142857142
2023-04-30,2,522,6,False,4,249.57142857142858
2023-05-01,2,363,0,True,5,294.2857142857143
2023-05-02,2,75,1,True,5,294.0
2023-05-03,2,262,2,False,5,314.7142857142857
2023-05-04,2,209,3,False,5,319.0
2023-05-05,2,157,4,False,5,307.0
2023-05-06,2,195,5,False,5,254.71428571428572
2023-05-07,2,111,6,False,5,196.0
2023-05-08,2,101,0,False,5,158.57142857142858
2023-05-09,2,73,1,False,5,158.28571428571428
2023-05-10,2,46,2,False,5,127.42857142857143
2023-05-11,2,36,3,False,5,102.71428571428571
2023-05-12,2,41,4,False,5,86.14285714285714
2023-05-13,2,76,5,False,5,69.14285714285714
2023-05-14,2,133,6,False,5,72.28571428571429
2023-05-15,2,27,0,False,5,61.714285714285715
2023-05-16,2,38,1,False,5,56.714285714285715
2023-05-17,2,94,2,False,5,63.57142857142857
2023-05-18,2,201,3,False,5,87.14285714285714
2023-05-19,2,262,4,False,5,118.71428571428571
2023-05-20,2,238,5,False,5,141.85714285714286
2023-05-21,2,266,6,False,5,160.85714285714286
2023-05-22,2,26,0,False,5,160.71428571428572
2023-05-23,2,48,1,False,5,162.14285714285714
2023-05-24,2,69,2,False,5,158.57142857142858
2023-05-25,2,128,3,False,5,148.14285714285714
2023-05-26,2,130,4,False,5,129.28571428571428
2023-05-27,2,95,5,False,5,108.85714285714286
2023-05-28,2,202,6,True,5,99.71428571428571
2023-05-29,2,94,0,False,5,109.42857142857143
2023-05-30,2,61,1,False,5,111.28571428571429
2023-05-31,2,56,2,False,5,109.42857142857143
2023-06-01,2,42,3,False,6,97.14285714285714
2023-06-02,2,173,4,False,6,103.28571428571429
2023-06-03,2,200,5,False,6,118.28571428571429
2023-06-04,2,201,6,False,6,118.14285714285714
2023-06-05,2,35,0,False,6,109.71428571428571
2023-06-06,2,42,1,False,6,107.0
2023-06-07,2,73,2,False,6,109.42857142857143
2023-06-08,2,46,3,False,6,110.0
2023-06-09,2,112,4,False,6,101.28571428571429
2023-06-10,2,138,5,False,6,92.42857142857143
2023-06-11,2,136,6,False,6,83.14285714285714
2023-06-12,2,65,0,False,6,87.42857142857143
2023-06-13,2,41,1,False,6,87.28571428571429
2023-06-14,2,24,2,False,6,80.28571428571429
2023-06-15,2,29,3,False,6,77.85714285714286
2023-06-16,2,65,4,False,6,71.14285714285714
2023-06-17,2,36,5,False,6,56.57142857142857
2023-06-18,2,64,6,False,6,46.285714285714285
2023-06-19,2,5,0,False,6,37.714285714285715
2023-06-20,2,17,1,False,6,34.285714285714285
2023-06-21,2,10,2,False,6,32.285714285714285
2023-06-22,2,33,3,False,6,32.857142857142854
2023-06-23,2,40,4,False,6,29.285714285714285
2023-06-24,2,44,5,False,6,30.428571428571427
2023-06-25,2,47,6,True,6,28.0
2023-06-26,2,29,0,False,6,31.428571428571427
2023-06-27,2,40,1,False,6,34.714285714285715
2023-06-28,2,64,2,False,6,42.42857142857143
2023-06-29,2,37,3,False,6,43.0
2023-06-30,2,32,4,False,6,41.857142857142854
2023-07-01,2,100,5,False,7,49.857142857142854
2023-07-02,2,30,6,False,7,47.42857142857143
2023-07-03,2,30,0,False,7,47.57142857142857
2023-07-04,2,14,1,False,7,43.857142857142854
2023-07-05,2,52,2,False,7,42.142857142857146
2023-07-06,2,21,3,False,7,39.857142857142854
2023-07-07,2,0,4,False,7,35.285714285714285
2023-07-08,2,0,5,False,7,21.0
2023-07-09,2,0,6,False,7,16.714285714285715
2023-07-10,2,0,0,False,7,12.428571428571429
2023-07-11,2,0,1,False,7,10.428571428571429
2023-07-12,2,0,2,False,7,3.0
2023-07-13,2,0,3,False,7,0.0
2023-07-14,2,0,4,False,7,0.0
2023-07-15,2,0,5,False,7,0.0
2023-07-16,2,0,6,False,7,0.0
2023-07-17,2,13,0,False,7,1.8571428571428572
2023-07-18,2,14,1,False,7,3.857142857142857
2023-07-19,2,14,2,False,7,5.857142857142857
2023-07-20,2,42,3,False,7,11.857142857142858
2023-07-21,2,44,4,False,7,18.142857142857142
2023-07-22,2,29,5,False,7,22.285714285714285
2023-07-23,2,29,6,False,7,26.428571428571427
2023-07-24,2,27,0,False,7,28.428571428571427
2023-07-25,2,14,1,False,7,28.428571428571427
2023-07-26,2,61,2,False,7,35.142857142857146
2023-07-27,2,47,3,False,7,35.857142857142854
2023-07-28,2,42,4,False,7,35.57142857142857
2023-07-29,2,51,5,False,7,38.714285714285715
2023-07-30,2,41,6,False,7,40.42857142857143
2023-07-31,2,38,0,False,7,42.0
2023-08-01,2,57,1,False,8,48.142857142857146
2023-08-02,2,30,2,False,8,43.714285714285715
2023-08-03,2,66,3,False,8,46.42857142857143
2023-08-04,2,48,4,False,8,47.285714285714285
2023-08-05,2,33,5,False,8,44.714285714285715
2023-08-06,2,22,6,False,8,42.0
2023-08-07,2,35,0,False,8,41.57142857142857
2023-08-08,2,52,1,False,8,40.857142857142854
2023-08-09,2,42,2,False,8,42.57142857142857
2023-08-10,2,46,3,False,8,39.714285714285715
2023-08-11,2,41,4,False,8,38.714285714285715
2023-08-12,2,26,5,False,8,37.714285714285715
2023-08-13,2,53,6,False,8,42.142857142857146
2023-08-14,2,16,0,False,8,39.42857142857143
2023-08-15,2,46,1,True,8,38.57142857142857
2023-08-16,2,16,2,False,8,34.857142857142854
2023-08-17,2,12,3,False,8,30.0
2023-08-18,2,11,4,False,8,25.714285714285715
2023-08-19,2,35,5,False,8,27.0
